,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
51,DRC,350,18,25,0,35,290,0,4,0.3,0,0
52,Denmark,7695,180,370,6,4700,2625,81,1329,64,100543,17358
53,DiamondPrincess,712,0,13,0,644,55,7,0,0,0,0
54,Djibouti,945,99,2,0,112,831,0,956,2,8955,9064
55,Dominica,16,0,0,0,8,8,0,222,0,345,4793
56,DominicanRepublic,5044,80,245,10,463,4336,126,465,23,16973,1565
57,Ecuador,10398,270,520,13,1207,8671,137,589,29,33389,1892
58,Egypt,3490,157,264,14,870,2356,0,34,3,55000,537
59,ElSalvador,225,7,7,0,48,170,2,35,1,13352,2059
60,EquatorialGuinea,83,4,0,0,7,76,0,59,0,854,609
61,Eritrea,39,0,0,0,6,33,0,11,0,0,0
62,Estonia,1552,17,43,3,169,1340,9,1170,32,42213,31822
63,Eswatini,31,7,1,0,8,22,0,27,0.9,714,615
64,Ethiopia,114,3,3,0,16,95,0,1.0,0.03,8698,76
65,FaeroeIslands,185,0,0,0,178,7,0,3786,0,6171,126292
66,FalklandIslands,11,0,0,0,3,8,0,3161,0,319,91667
67,Fiji,18,0,0,0,3,15,0,20,0,0,0
68,Finland,4014,146,141,43,2000,1873,63,724,25,61800,11154
69,France,158050,2667,20796,531,39181,98073,5433,2421,319,463662,7103
70,FrenchGuiana,97,0,1,0,76,20,1,325,3,0,0
71,FrenchPolynesia,56,0,0,0,19,37,1,199,0,1515,5393
72,Gabon,120,0,1,0,7,112,2,54,0.4,572,257
73,Gambia,10,0,1,0,2,7,0,4,0.4,316,131
74,Georgia,408,6,4,0,97,307,6,102,1,7611,1908
75,Germany,148206,1141,5024,162,95200,47982,2889,1769,60,1728357,20629
76,Ghana,1042,0,9,0,99,934,4,34,0.3,68591,2207
77,Gibraltar,132,0,0,0,120,12,1,3918,0,1912,56751
78,Greece,2401,156,121,5,577,1703,59,230,12,55666,5341
79,Greenland,11,0,0,0,11,0,0,194,0,1101,19394
80,Grenada,14,0,0,0,6,8,4,124,0,92,818
81,Guadeloupe,148,0,12,4,73,63,13,370,30,0,0
82,Guatemala,294,5,7,0,24,263,3,16,0.4,7200,402
83,Guinea,688,66,6,1,127,555,0,52,0.5,0,0
84,Guinea-Bissau,50,0,0,0,3,47,0,25,0,1500,762
85,Guyana,66,1,7,0,9,50,5,84,9,328,417
86,Haiti,57,0,3,0,0,54,0,5,0.3,618,54
87,Honduras,494,17,46,0,29,419,10,50,5,2535,256
88,HongKong,1030,4,4,0,650,376,8,137,0.5,131786,17579
89,Hungary,2098,114,213,14,287,1598,82,217,22,50052,5181
90,Iceland,1778,5,10,0,1417,351,5,5210,29,43831,128445
91,India,18985,446,603,11,3273,15109,0,14,0.4,401586,291
92,Indonesia,7135,375,616,26,842,5677,0,26,2,50370,184
93,Iran,84802,1297,5297,88,60965,18540,3357,1010,63,365723,4354
94,Iraq,1602,28,83,1,1096,423,0,40,2,60837,1513
95,Ireland,16040,388,730,43,9233,6077,315,3248,148,111584,22598
96,IsleofMan,307,7,9,0,209,89,15,3610,106,2509,29506
97,Israel,13942,229,184,7,4507,9251,139,1611,21,240303,27763
98,Italy,183957,2729,24648,534,51600,107709,2471,3043,408,1450150,23985
99,IvoryCoast,879,0,10,0,287,582,0,33,0.4,0,0
100,Jamaica,223,0,6,1,27,190,0,75,2,1889,638
101,Japan,11135,0,263,0,1239,9633,217,88,2,116725,923
102,Jordan,428,3,7,0,297,124,5,42,0.7,33000,3234
103,Kazakhstan,1995,143,19,0,489,1487,22,106,1,126727,6749
104,Kenya,296,15,14,0,74,208,2,6,0.3,14704,273
105,Kuwait,2080,85,11,2,412,1657,46,487,3,0,0
106,Kyrgyzstan,590,22,7,0,216,367,5,90,1,26147,4008
107,Laos,19,0,0,0,2,17,0,3,0,1349,185
108,Latvia,748,9,9,4,133,606,3,397,5,37972,20132
109,Lebanon,677,0,21,0,108,548,27,99,3,21424,3139
110,Liberia,101,2,8,0,7,86,0,20,2,0,0
111,Libya,51,0,1,0,15,35,0,7,0.1,808,118
112,Liechtenstein,81,0,1,0,55,25,0,2124,26,900,23605
113,Lithuania,1350,24,38,1,298,1014,17,496,14,70753,25990
114,Luxembourg,3618,60,78,3,670,2870,32,5780,125,34962,55852
115,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
116,Macao,45,0,0,0,24,21,1,69,0,0,0
117,Madagascar,121,0,0,0,44,77,1,4,0,2357,85
118,Malawi,18,1,2,0,3,13,1,0.9,0.1,429,22
119,Malaysia,5482,57,92,3,3349,2041,43,169,3,108216,3344
120,Maldives,83,14,0,0,16,67,2,154,0,4139,7657
121,Mali,258,12,14,0,57,187,0,13,0.7,0,0
122,Malta,443,12,3,0,150,290,2,1003,7,25645,58080
123,Martinique,163,0,14,2,73,76,11,434,37,0,0
124,Mauritania,7,0,1,0,6,0,0,2,0.2,913,196
125,Mauritius,328,0,9,0,243,76,3,258,7,9755,7670
126,Mayotte,311,40,4,0,117,190,4,1140,15,2000,7331
127,Mexico,8772,511,712,26,2627,5433,378,68,6,49570,384
128,Moldova,2614,66,72,2,505,2037,212,648,18,11763,2916
129,Monaco,94,0,3,0,26,65,2,2395,76,0,0
130,Mongolia,34,1,0,0,8,26,0,10,0,6800,2074
131,Montenegro,313,1,5,0,101,207,7,498,8,5085,8096
132,Montserrat,11,0,0,0,2,9,1,2204,0,36,7212
133,Morocco,3209,163,145,2,393,2671,1,87,4,18100,490
134,Mozambique,39,0,0,0,8,31,0,1,0,1163,37
135,Myanmar,121,2,5,0,7,109,0,2,0.09,5198,96
136,Namibia,16,0,0,0,6,10,0,6,0,524,206
137,Nepal,43,12,0,0,4,39,0,1,0,29567,1015
138,Netherlands,34134,729,3916,165,0,29968,1087,1992,229,171415,10004
139,NewCaledonia,18,0,0,0,17,1,1,63,0,3552,12441
140,NewZealand,1445,5,13,1,1006,426,3,300,3,89508,18562
141,Nicaragua,10,0,2,0,6,2,0,2,0.3,0,0
142,Niger,655,7,20,0,124,511,0,27,0.8,4715,195
143,Nigeria,665,0,22,0,188,455,2,3,0.1,8003,39
144,NorthMacedonia,1231,6,55,1,224,952,9,591,26,12340,5923
145,Norway,7191,35,182,1,32,6977,58,1326,34,145279,26798
146,Oman,1508,98,8,1,238,1262,3,295,2,0,0
147,Pakistan,9565,673,201,25,2073,7291,46,43,0.9,111806,506
148,Palestine,466,17,4,1,71,391,0,91,0.8,17329,3397
149,Panama,4658,191,136,10,204,4318,98,1080,32,20996,4866
150,PapuaNewGuinea,7,0,0,0,0,7,0,0.8,0,604,68
151,Paraguay,208,0,8,0,53,147,1,29,1,5501,771
152,Peru,17837,1512,484,39,6982,10371,380,541,15,155724,4723
153,Philippines,6599,140,437,9,654,5508,1,60,4,64845,592
154,Poland,9856,263,401,21,1297,8158,160,260,11,224355,5928
155,Portugal,21379,516,762,27,917,19700,213,2097,75,271962,26672
156,Qatar,6533,518,9,0,614,5910,37,2268,3,66725,23160
157,Romania,9242,306,498,20,2153,6591,245,480,26,101552,5279
158,Russia,52763,5642,456,51,3873,48434,700,362,3,2142604,14682
159,Rwanda,150,3,0,0,84,66,0,12,0,6959,537
160,Réunion,410,2,0,0,238,172,2,458,0,0,0
161,S.Korea,10683,9,237,1,8213,2233,55,208,5,571014,11138
162,SaintKittsandNevis,15,0,0,0,0,15,0,282,0,247,4643
163,SaintLucia,15,0,0,0,13,2,0,82,0,364,1982
164,SaintMartin,37,0,2,0,19,16,5,957,52,0,0
165,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
166,SanMarino,476,14,40,1,62,374,4,14028,1179,1820,53638
167,SaoTomeandPrincipe,4,0,0,0,0,4,0,18,0,19,87
168,SaudiArabia,11631,1147,109,6,1640,9882,81,334,3,500000,14362
169,Senegal,412,35,5,0,242,165,1,25,0.3,466,28
170,Serbia,6890,260,130,5,977,5783,101,789,15,45355,5191
171,Seychelles,11,0,0,0,5,6,0,112,0,0,0
172,SierraLeone,50,7,0,0,6,44,0,6,0,0,0
173,Singapore,9125,1111,11,0,839,8275,23,1560,2,94796,16203
174,SintMaarten,67,0,10,0,12,45,6,1563,233,163,3802
175,Slovakia,1199,26,14,1,258,927,7,220,3,49428,9053
176,Slovenia,1344,9,77,0,197,1070,25,646,37,42976,20672
177,Somalia,286,49,8,0,4,274,2,18,0.5,0,0
178,SouthAfrica,3465,165,58,0,1055,2352,36,58,1.0,126937,2140
179,SouthSudan,4,0,0,0,0,4,0,0.4,0,0,0
180,Spain,204178,3968,21282,430,82514,100382,7705,4367,455,930230,19896
181,SriLanka,310,6,7,0,102,201,1,14,0.3,6793,317
182,St.Barth,6,0,0,0,5,1,0,607,0,0,0
183,St.VincentGrenadines,12,0,0,0,2,10,0,108,0,94,847
184,Sudan,107,0,12,0,8,87,0,2,0.3,0,0
185,Suriname,10,0,1,0,6,3,0,17,2,0,0
186,Sweden,15322,545,1765,185,550,13007,515,1517,175,94500,9357
187,Switzerland,28063,119,1478,49,19400,7185,386,3243,171,227554,26293
188,Syria,42,3,3,0,6,33,0,2,0.2,0,0
189,Taiwan,425,3,6,0,217,202,0,18,0.3,55476,2329
190,Tanzania,254,0,10,0,11,233,4,4,0.2,0,0
191,Thailand,2811,19,48,1,2108,655,61,40,0.7,142589,2043
192,Timor-Leste,23,1,0,0,1,22,0,17,0,322,244
193,Togo,84,0,6,0,53,25,0,10,0.7,4381,529
194,TrinidadandTobago,114,0,8,0,26,80,0,81,6,1380,986
195,Tunisia,884,0,38,0,148,698,35,75,3,17287,1463
196,Turkey,95591,4611,2259,119,14918,78414,1865,1133,27,713409,8459
197,TurksandCaicos,11,0,1,0,0,10,0,284,26,83,2144
198,UAE,7755,490,46,3,1443,6266,1,784,5,790000,79875
199,UK,129044,4301,17337,828,0,111363,1559,1901,255,535342,7886
200,Uganda,58,2,0,0,38,20,0,1,0,13742,300
201,Ukraine,6125,415,161,10,367,5597,45,140,4,61997,1418
202,Uruguay,535,0,11,1,313,211,13,154,3,13396,3856
203,Uzbekistan,1678,51,6,1,357,1315,8,50,0.2,150000,4482
204,VaticanCity,9,0,0,0,2,7,0,11236,0,0,0
205,Venezuela,285,0,10,0,117,158,4,10,0.4,347236,12211
206,Vietnam,268,0,0,0,216,52,8,3,0,206253,2119
207,WesternSahara,6,0,0,0,0,6,0,10,0,0,0
208,Yemen,1,0,0,0,0,1,0,0.03,0,0,0
209,Zambia,70,5,3,0,35,32,1,4,0.2,2586,141
210,Zimbabwe,25,0,3,0,2,20,0,2,0.2,3308,223
